pod,container,timestamp,value
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203494,0.13094669024848277
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203494,0.13596094649955814
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203494,0.15382379307790783
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203494,0.13891238567155045
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203494,0.009426466039588039
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203494,0.002638653539141666
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203501,0.13094669024848277
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203501,0.13596094649955814
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203501,0.15382379307790783
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203501,0.13891238567155045
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203501,0.009426466039588039
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203501,0.002657828423675004
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203508,0.13094669024848277
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203508,0.13663591590091262
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203508,0.15382379307790783
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203508,0.13891238567155045
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203508,0.009426466039588039
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203508,0.002657828423675004
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203515,0.3742832386752512
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203515,0.13663591590091262
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203515,0.15382379307790783
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203515,0.13891238567155045
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203515,0.11491862689777312
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203515,0.002657828423675004
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203522,0.45526982277235495
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203522,0.5317143022912857
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203522,0.15382379307790783
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203522,0.13891238567155045
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203522,0.1557640957359734
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203522,0.002657828423675004
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203529,0.45526982277235495
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203529,0.5317143022912857
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203529,0.6817223043311009
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203529,1.1999148663276717
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203529,0.1557640957359734
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203529,0.002657828423675004
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203536,0.45526982277235495
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203536,0.5317143022912857
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203536,0.6817223043311009
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203536,1.617400129695554
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203536,0.1557640957359734
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203536,0.002657828423675004
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203543,0.45526982277235495
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203543,0.5317143022912857
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203543,0.6817223043311009
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203543,1.617400129695554
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203543,0.1557640957359734
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203543,0.00266366495858283
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203550,0.45526982277235495
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203550,0.5317143022912857
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203550,0.6817223043311009
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203550,1.617400129695554
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203550,0.1557640957359734
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203550,0.00266366495858283
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203557,0.45526982277235495
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203557,0.5317143022912857
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203557,0.6817223043311009
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203557,1.617400129695554
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203557,0.1557640957359734
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203557,0.00266366495858283
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203564,0.45526982277235495
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203564,1.8836038678105658
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203564,0.6817223043311009
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203564,1.617400129695554
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203564,0.1557640957359734
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203564,0.00266366495858283
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203571,0.5760701753906822
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203571,2.4750466749292444
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203571,0.6817223043311009
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203571,1.617400129695554
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203571,0.21856175495968938
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203571,0.00266366495858283
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203578,2.0442008947211274
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203578,2.4750466749292444
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203578,0.6817223043311009
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203578,1.617400129695554
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203578,0.21856175495968938
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203578,0.00266366495858283
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203585,2.0442008947211274
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203585,2.4750466749292444
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203585,1.7495624126289697
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203585,3.5854707226415337
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203585,0.8284697799016872
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203585,0.00266366495858283
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203592,2.0442008947211274
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203592,2.4750466749292444
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203592,2.311509954759527
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203592,3.5854707226415337
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203592,0.8284697799016872
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203592,0.00266366495858283
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203599,2.0442008947211274
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203599,2.4750466749292444
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203599,2.311509954759527
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203599,4.870366624870117
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203599,0.8284697799016872
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203599,0.0026244460804858713
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203606,2.0442008947211274
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203606,2.4750466749292444
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203606,2.311509954759527
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203606,4.870366624870117
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203606,0.8284697799016872
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203606,0.0026244460804858713
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203613,2.0442008947211274
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203613,2.4750466749292444
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203613,2.311509954759527
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203613,4.870366624870117
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203613,0.8284697799016872
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203613,0.0026244460804858713
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203620,2.0442008947211274
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203620,2.4750466749292444
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203620,2.311509954759527
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203620,4.870366624870117
eric-bss-cil-rate-858c6bc98f-87kcf,cilrate,1669203620,0.8284697799016872
eric-bss-cil-stress-simulator-7b5cdcc8db-9nj4q,stress-simulator,1669203620,0.0026244460804858713
eric-bss-cil-database-cd-cil1-rack3-0,cassandra,1669203627,2.0442008947211274
eric-bss-cil-database-cd-cil1-rack4-0,cassandra,1669203627,2.954649611280394
eric-bss-cil-database-cd-cil1-rack2-0,cassandra,1669203627,2.311509954759527
eric-bss-cil-database-cd-cil1-rack1-0,cassandra,1669203627,4.870366624870117
