#                                    _                                            _
#   ___ __ _ ___ ___  __ _ _ __   __| |_ __ __ _        _____  ___ __   ___  _ __| |_ ___ _ __
#  / __/ _` / __/ __|/ _` | '_ \ / _` | '__/ _` |_____ / _ \ \/ / '_ \ / _ \| '__| __/ _ \ '__|
# | (_| (_| \__ \__ \ (_| | | | | (_| | | | (_| |_____|  __/>  <| |_) | (_) | |  | ||  __/ |
#  \___\__,_|___/___/\__,_|_| |_|\__,_|_|  \__,_|      \___/_/\_\ .__/ \___/|_|   \__\___|_|
#                                                               |_|
#
# TYPE cassandra_node_operation_latency_seconds summary
cassandra_client_request_latency_seconds{operation="write",consistency="QUORUM",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="QUORUM",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="LOCAL_ONE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 2.256122 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="LOCAL_ONE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 12845.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_ONE",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 8.8148E-5 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_ONE",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 1.26934E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_ONE",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 2.6321E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_ONE",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 3.79022E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_ONE",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 5.45791E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_ONE",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.001131752 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="ONE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.963618 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="ONE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 1737.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ONE",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 2.6321E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ONE",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 3.79022E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ONE",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 6.54949E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ONE",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 6.54949E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ONE",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 7.85939E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ONE",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 7.85939E-4 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="ALL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="ALL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ALL",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ALL",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ALL",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ALL",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ALL",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="ALL",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="casread",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="casread",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="casread",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="casread",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="casread",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="casread",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="casread",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="casread",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="NODE_LOCAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="NODE_LOCAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="NODE_LOCAL",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="NODE_LOCAL",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="NODE_LOCAL",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="NODE_LOCAL",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="NODE_LOCAL",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="NODE_LOCAL",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="write",consistency="EACH_QUORUM",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="write",consistency="EACH_QUORUM",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="EACH_QUORUM",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="EACH_QUORUM",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="EACH_QUORUM",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="EACH_QUORUM",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="EACH_QUORUM",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="EACH_QUORUM",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="THREE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="THREE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="THREE",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="THREE",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="THREE",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="THREE",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="THREE",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="THREE",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="write",consistency="LOCAL_ONE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.169302 1670359387046
cassandra_client_request_latency_seconds_count{operation="write",consistency="LOCAL_ONE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 398.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="LOCAL_ONE",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="LOCAL_ONE",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="LOCAL_ONE",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="LOCAL_ONE",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="LOCAL_ONE",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="LOCAL_ONE",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="TWO",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="TWO",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="TWO",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="TWO",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="TWO",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="TWO",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="TWO",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="TWO",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="write",consistency="ANY",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="write",consistency="ANY",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ANY",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ANY",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ANY",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ANY",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ANY",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ANY",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="LOCAL_SERIAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="LOCAL_SERIAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_SERIAL",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_SERIAL",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_SERIAL",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_SERIAL",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_SERIAL",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_SERIAL",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="viewwrite",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="viewwrite",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="viewwrite",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="viewwrite",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="viewwrite",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="viewwrite",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="viewwrite",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="viewwrite",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="LOCAL_QUORUM",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.227195 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="LOCAL_QUORUM",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 506.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_QUORUM",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 1.26934E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_QUORUM",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 1.26934E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_QUORUM",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 1.52321E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_QUORUM",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 1.52321E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_QUORUM",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 1.52321E-4 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="LOCAL_QUORUM",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 1.52321E-4 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="SERIAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="SERIAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="SERIAL",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="SERIAL",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="SERIAL",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="SERIAL",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="SERIAL",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="SERIAL",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="rangeslice",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 3.074107 1670359387046
cassandra_client_request_latency_seconds_count{operation="rangeslice",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 2017.0 1670359387046
